Employee_ID,Department,Gender,Age,Job_Title,Hire_Date,Years_At_Company,Education_Level,Performance_Score,Monthly_Salary,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,Training_Hours,Promotions,Employee_Satisfaction_Score,Resigned,Resignation_Date
7134,HR,Female,48,Specialist,2019-02-14 00:00:00,0,High School,3,5850,45,9,15,12,51,19,21,1,4.86,False,
7135,IT,Male,40,Engineer,2015-09-14 00:00:00,0,Bachelor,5,9000,56,12,13,14,41,13,2,1,2.88,False,
7136,HR,Male,45,Technician,2014-10-23 00:00:00,2,High School,3,4550,31,23,13,1,63,5,70,0,1.86,False,
7136,HR,Male,45,Technician,2020-06-05 00:00:00,2,High School,3,4550,31,23,13,1,38,5,70,0,1.86,True,2024-05-04
7137,Finance,Female,47,Developer,2018-12-28 00:00:00,2,Bachelor,1,5500,45,47,24,1,50,15,92,0,2.05,True,2020-08-26
7139,IT,Male,37,Analyst,2019-09-05 00:00:00,7,Master,2,4800,36,32,16,13,53,11,39,2,1.51,True,2019-10-23
7141,Sales,Male,27,Developer,2018-05-08 00:00:00,0,High School,3,6500,34,44,18,5,43,19,16,2,1.29,True,2024-11-28
7143,Finance,Male,38,Technician,2016-09-27 00:00:00,4,High School,3,4550,38,25,28,4,42,9,99,1,3.66,False,
7145,Finance,Female,22,Technician,2021-06-28 00:00:00,9,Master,1,3850,38,6,6,13,63,3,0,1,1.42,True,2018-03-03
7146,Marketing,Female,37,Engineer,2015-12-17 00:00:00,0,Bachelor,1,6600,56,7,12,0,51,6,99,1,4.99,True,2022-05-14
7146,Marketing,Female,37,Engineer,2023-10-03 00:00:00,0,Bachelor,1,6600,56,7,12,0,54,6,99,1,4.99,False,
7148,HR,Other,36,Developer,2017-09-13 00:00:00,6,Bachelor,4,7000,54,12,20,9,51,16,26,0,2.91,False,
7148,HR,Other,36,Developer,2022-07-10 00:00:00,6,Bachelor,4,7000,54,12,20,9,32,16,26,0,2.91,True,2023-11-23
7149,Marketing,Male,44,Consultant,2024-07-23 00:00:00,2,Bachelor,4,7700,41,35,5,5,48,8,18,0,3.37,False,
7150,Marketing,Male,45,Technician,2015-10-14 00:00:00,4,High School,4,4900,49,40,16,14,75,12,20,1,4.01,False,
7151,Legal,Male,49,Engineer,2019-08-28 00:00:00,6,Bachelor,4,8400,45,45,24,0,80,14,50,2,4.84,False,
7152,HR,Female,41,Specialist,2023-09-06 00:00:00,1,Bachelor,4,6300,38,36,13,0,53,18,55,1,3.77,False,
7153,Engineering,Female,29,Technician,2018-08-14 00:00:00,9,Bachelor,5,5250,53,4,11,7,60,8,60,1,3.86,True,2024-10-31
7153,Engineering,Female,29,Technician,2018-11-18 00:00:00,9,Bachelor,5,5250,53,4,11,7,72,8,60,1,3.86,False,
7156,Sales,Male,33,Technician,2022-03-07 00:00:00,0,High School,2,4200,49,9,7,14,65,9,31,1,4.46,False,
7156,Sales,Male,33,Technician,2020-07-07 00:00:00,0,High School,2,4200,49,9,7,14,41,9,31,1,4.46,True,2019-03-22
7157,Legal,Male,35,Consultant,2020-01-11 00:00:00,0,High School,1,6050,51,11,1,3,57,15,90,1,1.18,True,2018-01-18
7159,HR,Female,55,Specialist,2023-02-08 00:00:00,8,Bachelor,3,5850,41,11,27,14,59,10,34,0,2.2,True,2021-12-12
7161,HR,Male,33,Consultant,2016-10-03 00:00:00,0,Bachelor,2,6600,47,45,26,8,66,3,86,1,4.75,True,2025-07-22
7162,Legal,Male,35,Technician,2021-07-26 00:00:00,7,Bachelor,1,3850,36,42,29,0,55,12,66,2,2.15,True,2020-10-01
7163,Marketing,Male,47,Developer,2019-08-14 00:00:00,6,Bachelor,1,5500,55,11,11,6,50,3,17,2,2.05,True,2019-02-17
7166,Customer Support,Female,24,Analyst,2016-09-11 00:00:00,6,Master,5,6000,59,34,3,3,57,2,10,0,2.35,True,2020-02-25
7167,Legal,Male,44,Technician,2019-04-02 00:00:00,8,Bachelor,3,4550,51,4,8,14,55,10,10,0,2.11,True,2022-12-30
7168,HR,Female,47,Technician,2015-09-03 00:00:00,6,Bachelor,5,5250,41,9,9,13,42,18,38,1,3.35,False,
7169,Legal,Female,22,Analyst,2024-01-27 00:00:00,9,High School,3,5200,37,2,11,12,48,15,91,1,1.65,False,
7169,Legal,Female,22,Analyst,2021-12-11 00:00:00,9,High School,3,5200,37,2,11,12,51,15,91,1,1.65,True,2023-09-24
7170,Sales,Male,40,Specialist,2015-11-12 00:00:00,4,High School,5,6750,47,48,7,7,62,3,91,0,4.41,False,
7172,HR,Male,32,Engineer,2019-12-13 00:00:00,2,Bachelor,3,7800,38,5,16,13,40,12,79,0,3.58,False,
7173,Legal,Female,36,Manager,2018-02-24 00:00:00,6,Bachelor,4,8400,41,20,18,8,61,14,87,2,1.51,True,2024-01-12
7174,HR,Female,37,Analyst,2022-01-17 00:00:00,9,High School,5,6000,33,31,21,9,65,18,33,2,4.46,False,
7175,Engineering,Male,51,Developer,2022-03-06 00:00:00,1,Bachelor,2,6000,52,49,19,10,62,7,3,0,1.43,True,2024-11-08
7176,Legal,Male,27,Specialist,2014-11-21 00:00:00,3,Bachelor,3,5850,54,38,10,10,48,18,67,2,4.16,False,
7177,Sales,Female,41,Manager,2014-10-12 00:00:00,0,Bachelor,5,9000,46,20,14,12,72,9,82,2,4.57,False,
7178,Operations,Male,49,Engineer,2024-05-03 00:00:00,6,Bachelor,3,7800,48,44,13,6,68,7,94,0,1.38,False,
7180,Sales,Female,55,Specialist,2019-01-20 00:00:00,9,Master,4,6300,32,29,25,4,51,19,11,2,2.43,False,
7181,Sales,Female,58,Technician,2016-12-26 00:00:00,0,Master,2,4200,53,49,17,14,50,9,29,0,4.34,True,2023-10-22
7181,Sales,Female,58,Technician,2023-09-17 00:00:00,0,Master,2,4200,53,49,17,14,80,9,29,0,4.34,False,
7182,Operations,Male,22,Specialist,2023-07-28 00:00:00,1,High School,5,6750,46,35,14,2,73,1,93,1,3.63,False,
7183,HR,Female,32,Consultant,2016-07-30 00:00:00,8,Master,2,6600,55,1,2,11,74,18,67,0,4.81,False,
7184,HR,Male,40,Analyst,2016-04-27 00:00:00,6,High School,2,4800,50,12,9,5,64,7,51,1,2.45,True,2025-01-27
7185,HR,Female,52,Analyst,2021-11-24 00:00:00,3,Bachelor,1,4400,41,36,9,14,63,19,85,1,1.65,True,2021-03-19
7186,Customer Support,Female,23,Technician,2020-09-01 00:00:00,2,Master,3,4550,59,36,20,6,39,16,12,1,4.43,True,2018-05-20
7188,Legal,Female,58,Consultant,2017-02-01 00:00:00,4,Bachelor,2,6600,53,48,15,5,67,3,13,1,4.53,False,
7190,IT,Male,22,Technician,2018-12-05 00:00:00,1,Master,2,4200,42,1,24,12,70,14,86,1,1.01,True,2024-04-16
7191,IT,Female,33,Developer,2022-08-06 00:00:00,6,Bachelor,5,7500,51,5,26,13,47,8,26,0,3.81,True,2023-11-18
7192,Customer Support,Male,31,Consultant,2021-11-12 00:00:00,9,High School,3,7150,35,32,29,11,66,4,99,1,3.56,False,
7193,Legal,Male,36,Consultant,2016-01-18 00:00:00,7,Bachelor,1,6050,34,35,24,8,75,10,59,2,3.54,False,
7193,Legal,Male,36,Consultant,2021-09-19 00:00:00,7,Bachelor,1,6050,34,35,24,8,40,10,59,2,3.54,True,2021-08-04
7194,HR,Female,42,Analyst,2015-12-08 00:00:00,3,Bachelor,5,6000,51,47,12,5,78,19,94,1,3.48,False,
7195,Engineering,Female,46,Consultant,2018-01-13 00:00:00,5,High School,5,8250,41,47,5,11,66,13,92,1,2.63,False,
7196,Finance,Male,25,Developer,2024-05-08 00:00:00,8,PhD,4,7000,59,2,5,9,52,9,4,0,1.54,True,2024-10-10
7196,Finance,Male,25,Developer,2024-02-14 00:00:00,8,PhD,4,7000,59,2,5,9,67,9,4,0,1.54,False,
7197,Legal,Female,37,Technician,2021-09-13 00:00:00,7,High School,5,5250,39,21,2,4,76,10,59,0,4.44,False,
7198,Marketing,Male,30,Technician,2022-02-14 00:00:00,1,Master,4,4900,56,11,24,11,32,7,71,2,4.42,True,2023-04-10
7199,HR,Female,34,Consultant,2023-08-02 00:00:00,3,High School,4,7700,60,17,16,9,72,8,34,0,4.46,False,
7202,Sales,Female,26,Technician,2016-09-12 00:00:00,1,Bachelor,4,4900,49,42,21,8,51,2,1,0,3.34,True,2022-11-05
7204,Sales,Male,48,Developer,2017-12-03 00:00:00,8,Bachelor,4,7000,58,29,20,4,46,9,79,0,1.65,True,2022-05-12
7205,Marketing,Male,49,Technician,2024-02-14 00:00:00,3,Bachelor,1,3850,59,44,6,5,34,9,75,1,3.22,True,2022-02-23
7206,Finance,Female,59,Analyst,2023-06-02 00:00:00,9,Bachelor,2,4800,50,25,0,0,40,9,53,1,1.82,True,2025-04-07
7207,Legal,Female,53,Specialist,2020-03-25 00:00:00,9,Bachelor,5,6750,54,32,20,4,67,6,98,2,4.11,True,2025-05-01
7207,Legal,Female,53,Specialist,2018-09-17 00:00:00,9,Bachelor,5,6750,54,32,20,4,68,6,98,2,4.11,False,
7208,Finance,Male,51,Specialist,2014-12-10 00:00:00,1,Master,1,4950,59,6,4,10,59,10,63,2,3.17,True,2018-03-27
7209,Sales,Female,26,Consultant,2024-04-25 00:00:00,6,Bachelor,2,6600,60,16,29,14,44,17,99,1,1.92,True,2019-10-31
7210,IT,Female,58,Specialist,2019-06-11 00:00:00,8,High School,5,6750,36,0,15,3,56,17,98,0,3.83,False,
7212,HR,Male,47,Engineer,2018-06-22 00:00:00,2,High School,5,9000,39,46,22,1,56,12,49,0,2.42,True,2023-05-30
7212,HR,Male,47,Engineer,2022-03-04 00:00:00,2,High School,5,9000,39,46,22,1,77,12,49,0,2.42,False,
7214,Finance,Other,32,Specialist,2019-11-16 00:00:00,9,Bachelor,1,4950,48,32,22,13,64,16,93,1,3.95,True,2019-08-24
7215,Legal,Male,58,Analyst,2018-05-13 00:00:00,2,Bachelor,5,6000,30,11,14,3,66,5,10,0,2.69,False,
7216,Engineering,Male,59,Consultant,2023-04-30 00:00:00,5,Bachelor,3,7150,49,16,20,0,62,14,35,0,1.83,True,2021-05-10
7217,Finance,Female,25,Developer,2015-01-17 00:00:00,8,High School,1,5500,38,34,8,5,49,6,6,1,2.17,True,2018-09-24
7218,Customer Support,Male,32,Developer,2016-04-27 00:00:00,0,High School,5,7500,32,1,5,6,41,2,75,0,1.69,False,
7219,IT,Female,55,Manager,2018-10-06 00:00:00,7,High School,2,7200,38,12,2,4,46,16,35,1,2.9,False,
7220,Engineering,Male,44,Analyst,2024-08-26 00:00:00,9,High School,2,4800,55,44,25,11,45,7,36,1,1.25,True,2019-11-26
7222,Engineering,Male,36,Analyst,2024-06-03 00:00:00,8,Bachelor,2,4800,53,1,29,7,63,13,51,1,4.28,True,2024-02-24
7223,Engineering,Female,58,Technician,2023-05-20 00:00:00,9,High School,2,4200,47,15,22,1,31,15,42,1,4.63,True,2018-06-27
7223,Engineering,Female,58,Technician,2016-03-18 00:00:00,9,High School,2,4200,47,15,22,1,40,15,42,1,4.63,False,
7224,Finance,Female,46,Specialist,2023-09-14 00:00:00,6,Bachelor,5,6750,58,44,7,7,55,19,64,2,4.0,False,
7225,IT,Female,36,Consultant,2023-12-14 00:00:00,1,Bachelor,1,6050,57,29,18,2,64,5,25,2,4.81,True,2023-01-01
7226,Marketing,Male,53,Technician,2017-08-13 00:00:00,1,Master,5,5250,55,13,0,4,57,15,42,1,3.3,True,2020-11-09
7226,Marketing,Male,53,Technician,2017-11-22 00:00:00,1,Master,5,5250,55,13,0,4,62,15,42,1,3.3,False,
7227,IT,Female,24,Manager,2015-05-11 00:00:00,2,Master,3,7800,37,6,0,12,42,19,5,2,2.75,False,
7230,Sales,Female,40,Technician,2019-08-24 00:00:00,0,Bachelor,3,4550,44,19,27,8,69,9,95,0,1.06,True,2022-05-21
7231,Finance,Female,36,Manager,2017-11-01 00:00:00,9,High School,3,7800,50,38,5,3,41,8,64,2,2.74,False,
7232,Engineering,Male,24,Specialist,2016-06-18 00:00:00,9,Master,4,6300,32,42,11,5,76,13,22,1,2.57,False,
7233,Finance,Female,29,Manager,2018-06-02 00:00:00,5,High School,2,7200,44,29,21,6,53,16,70,2,2.71,False,
7234,IT,Male,34,Developer,2014-12-18 00:00:00,2,Bachelor,5,7500,60,5,26,9,40,16,83,2,4.98,True,2019-02-26
7234,IT,Male,34,Developer,2020-01-15 00:00:00,2,Bachelor,5,7500,60,5,26,9,78,16,83,2,4.98,False,
7235,Customer Support,Male,49,Manager,2023-04-20 00:00:00,9,Bachelor,2,7200,49,24,7,8,46,3,86,1,3.9,False,
7236,Customer Support,Male,53,Analyst,2022-05-17 00:00:00,3,High School,4,5600,31,35,25,12,45,16,31,1,4.82,False,
7236,Customer Support,Male,53,Analyst,2018-02-07 00:00:00,3,High School,4,5600,31,35,25,12,39,16,31,1,4.82,True,2021-02-18
7237,Sales,Male,47,Engineer,2015-07-31 00:00:00,2,High School,5,9000,30,16,13,14,61,14,73,1,2.34,False,
7238,Finance,Male,50,Consultant,2023-04-02 00:00:00,8,Bachelor,2,6600,48,26,22,6,61,15,28,2,3.5,False,
7239,HR,Male,59,Developer,2021-07-21 00:00:00,6,Bachelor,3,6500,46,28,12,12,68,17,15,1,2.89,False,
7240,HR,Female,44,Consultant,2024-06-25 00:00:00,2,PhD,3,7150,39,0,25,10,42,19,54,1,2.15,False,
7240,HR,Female,44,Consultant,2017-12-25 00:00:00,2,PhD,3,7150,39,0,25,10,57,19,54,1,2.15,True,2018-12-22
7241,Engineering,Male,25,Analyst,2017-08-17 00:00:00,7,Bachelor,1,4400,47,40,19,12,57,1,24,0,4.26,True,2020-09-19
7243,Finance,Other,60,Consultant,2014-10-16 00:00:00,5,Bachelor,1,6050,59,17,10,10,68,13,35,1,1.17,True,2021-01-19
7244,Engineering,Female,41,Technician,2024-07-11 00:00:00,1,High School,2,4200,46,31,23,3,35,9,61,2,3.09,True,2019-09-09
7244,Engineering,Female,41,Technician,2023-01-17 00:00:00,1,High School,2,4200,46,31,23,3,50,9,61,2,3.09,False,
7245,Legal,Male,30,Technician,2015-10-29 00:00:00,3,High School,4,4900,52,34,22,0,38,15,94,0,2.86,True,2023-09-24
7246,Legal,Male,33,Manager,2018-05-18 00:00:00,3,Bachelor,2,7200,32,12,15,5,49,18,38,0,4.32,False,
7247,Sales,Male,40,Manager,2021-03-13 00:00:00,1,Bachelor,5,9000,44,44,0,1,80,14,91,2,3.14,False,
7248,Legal,Female,43,Technician,2022-04-01 00:00:00,9,Master,2,4200,45,0,19,3,49,5,48,2,4.35,True,2018-05-11
7249,Legal,Female,40,Manager,2021-04-03 00:00:00,3,High School,3,7800,45,10,25,11,47,2,74,2,3.16,False,
7250,Customer Support,Female,49,Consultant,2019-12-31 00:00:00,3,Bachelor,1,6050,37,4,25,10,30,10,39,0,2.45,True,2023-03-01
7252,Engineering,Female,52,Analyst,2021-01-10 00:00:00,6,Bachelor,1,4400,43,46,6,3,37,8,76,1,2.77,True,2021-01-02
7252,Engineering,Female,52,Analyst,2022-10-19 00:00:00,6,Bachelor,1,4400,43,46,6,3,75,8,76,1,2.77,False,
7254,IT,Male,42,Manager,2018-08-29 00:00:00,9,High School,5,9000,40,21,19,9,67,19,51,0,1.78,False,
7254,IT,Male,42,Manager,2015-07-29 00:00:00,9,High School,5,9000,40,21,19,9,52,19,51,0,1.78,True,2018-12-06
7256,Engineering,Female,33,Specialist,2017-08-09 00:00:00,4,High School,2,5400,57,46,21,2,32,12,96,1,4.07,True,2023-09-30
7257,Legal,Male,45,Developer,2021-04-19 00:00:00,4,High School,1,5500,40,1,17,0,33,1,3,1,1.48,True,2021-06-02
7258,Finance,Male,39,Manager,2019-02-18 00:00:00,8,High School,2,7200,50,24,24,7,67,2,5,2,4.1,True,2025-07-03
7258,Finance,Male,39,Manager,2015-09-29 00:00:00,8,High School,2,7200,50,24,24,7,54,2,5,2,4.1,True,2023-01-10
7259,Legal,Male,46,Analyst,2017-01-19 00:00:00,6,Bachelor,3,5200,40,33,7,3,62,16,73,2,1.8,False,
7260,HR,Male,30,Specialist,2023-02-01 00:00:00,3,Bachelor,4,6300,48,1,5,10,51,7,31,2,2.99,False,
7261,Marketing,Male,39,Developer,2021-02-17 00:00:00,4,High School,4,7000,59,12,7,7,73,15,73,1,4.79,False,
7262,Finance,Male,38,Consultant,2021-04-12 00:00:00,9,High School,5,8250,41,46,25,7,67,1,29,0,1.43,True,2018-08-01
7262,Finance,Male,38,Consultant,2016-08-08 00:00:00,9,High School,5,8250,41,46,25,7,46,1,29,0,1.43,False,
7264,Legal,Female,58,Specialist,2022-11-16 00:00:00,4,Bachelor,1,4950,50,8,10,13,44,3,67,1,3.45,True,2023-10-15
7266,Sales,Male,44,Analyst,2019-08-11 00:00:00,5,Master,4,5600,47,14,14,1,50,19,62,0,2.2,True,2019-09-12
7266,Sales,Male,44,Analyst,2016-02-05 00:00:00,5,Master,4,5600,47,14,14,1,46,19,62,0,2.2,False,
7267,Customer Support,Other,32,Specialist,2021-07-12 00:00:00,1,Bachelor,1,4950,58,7,18,6,64,13,74,1,1.03,True,2019-11-11
7268,Sales,Male,48,Manager,2015-06-15 00:00:00,4,Bachelor,1,6600,58,32,19,4,43,8,20,0,2.04,True,2021-02-12
7270,IT,Female,45,Developer,2014-10-05 00:00:00,6,Bachelor,2,6000,41,0,11,5,58,11,19,1,4.29,False,
7271,Customer Support,Female,51,Consultant,2022-10-31 00:00:00,6,Bachelor,4,7700,33,14,19,5,51,18,45,2,2.09,False,
7272,Engineering,Male,59,Manager,2018-02-19 00:00:00,2,Bachelor,3,7800,36,41,17,7,77,7,32,2,4.69,False,
7273,Marketing,Male,42,Analyst,2016-06-06 00:00:00,5,High School,1,4400,52,17,6,4,65,16,71,1,3.46,True,2022-01-28
7274,Engineering,Female,27,Engineer,2017-12-03 00:00:00,0,Bachelor,2,7200,60,41,4,10,41,14,6,0,2.2,True,2022-11-07
7275,Sales,Female,27,Technician,2022-05-01 00:00:00,8,Bachelor,2,4200,42,45,21,11,46,18,57,0,2.12,True,2021-03-05
7276,Sales,Male,48,Technician,2023-06-03 00:00:00,7,Bachelor,3,4550,55,2,20,0,68,7,2,0,4.08,True,2020-08-02
7278,IT,Male,47,Consultant,2015-08-23 00:00:00,1,High School,5,8250,50,8,4,5,62,16,11,2,4.45,False,
7279,Customer Support,Male,40,Consultant,2022-07-16 00:00:00,9,High School,5,8250,42,9,12,5,73,4,55,0,3.45,False,
7280,Operations,Female,23,Manager,2019-07-16 00:00:00,7,Bachelor,5,9000,47,30,19,5,61,17,26,0,1.69,False,
7280,Operations,Female,23,Manager,2015-10-24 00:00:00,7,Bachelor,5,9000,47,30,19,5,38,17,26,0,1.69,True,2021-06-17
7281,Marketing,Male,22,Technician,2024-05-30 00:00:00,1,Bachelor,2,4200,59,25,27,8,64,12,7,1,2.21,True,2022-12-26
7282,Finance,Male,47,Manager,2016-12-19 00:00:00,6,High School,3,7800,47,40,19,4,64,18,24,2,1.94,True,2024-09-11
7284,Sales,Male,53,Technician,2015-06-30 00:00:00,4,Bachelor,1,3850,54,6,12,13,42,12,52,1,1.04,True,2021-05-16
7285,Engineering,Male,55,Analyst,2023-04-21 00:00:00,3,High School,5,6000,56,32,24,8,67,13,15,2,4.77,False,
7286,Legal,Male,53,Specialist,2016-01-06 00:00:00,3,PhD,4,6300,34,14,13,8,49,14,55,0,1.26,False,
7287,Legal,Female,39,Consultant,2015-01-31 00:00:00,2,Bachelor,2,6600,55,2,2,2,76,11,43,1,4.29,False,
7288,Operations,Female,59,Engineer,2018-03-03 00:00:00,2,Bachelor,5,9000,43,40,0,14,52,2,78,2,4.35,False,
7289,HR,Female,58,Consultant,2023-01-20 00:00:00,0,High School,5,8250,54,29,16,11,44,1,66,0,1.9,True,2024-11-28
7289,HR,Female,58,Consultant,2022-12-20 00:00:00,0,High School,5,8250,54,29,16,11,48,1,66,0,1.9,False,
7290,Legal,Male,57,Engineer,2022-05-19 00:00:00,0,Bachelor,1,6600,39,37,7,4,47,12,14,2,2.45,True,2022-01-09
7292,Sales,Male,35,Specialist,2022-04-22 00:00:00,0,Master,5,6750,57,12,27,8,56,3,89,2,3.44,True,2019-09-19
7292,Sales,Male,35,Specialist,2016-07-23 00:00:00,0,Master,5,6750,57,12,27,8,74,3,89,2,3.44,False,
7293,HR,Female,42,Engineer,2023-10-27 00:00:00,7,Bachelor,1,6600,43,6,13,9,62,3,60,0,4.4,False,
7294,Customer Support,Male,45,Analyst,2014-09-16 00:00:00,0,High School,4,5600,31,34,2,12,64,12,23,1,1.04,False,
7295,Finance,Female,22,Engineer,2015-05-30 00:00:00,6,Bachelor,3,7800,58,13,13,1,53,9,64,0,4.61,False,
7296,Customer Support,Male,57,Specialist,2018-11-15 00:00:00,1,Bachelor,1,4950,42,13,9,11,62,3,33,0,2.61,True,2020-01-08
7297,Legal,Male,54,Consultant,2022-03-27 00:00:00,0,High School,5,8250,58,47,22,2,69,7,72,2,4.86,False,
7298,Finance,Male,41,Analyst,2015-04-02 00:00:00,5,High School,1,4400,46,48,29,8,35,7,29,0,3.1,True,2022-10-24
7299,Marketing,Female,35,Specialist,2021-03-31 00:00:00,3,High School,5,6750,47,32,23,3,59,10,60,2,3.47,False,
7300,Finance,Female,42,Analyst,2022-03-19 00:00:00,0,Bachelor,5,6000,55,33,28,4,56,2,58,0,1.77,True,2023-02-18
7301,Operations,Female,56,Manager,2016-09-02 00:00:00,2,High School,1,6600,52,16,11,2,52,12,67,2,2.52,True,2023-05-26
7302,Legal,Male,48,Specialist,2018-02-21 00:00:00,8,High School,2,5400,46,16,25,12,56,13,19,1,4.57,True,2022-03-30
7302,Legal,Male,48,Specialist,2021-09-17 00:00:00,8,High School,2,5400,46,16,25,12,57,13,19,1,4.57,False,
7303,Legal,Female,54,Technician,2017-07-16 00:00:00,7,High School,3,4550,34,31,13,12,80,7,90,1,3.11,False,
7304,Engineering,Male,53,Consultant,2023-11-08 00:00:00,7,High School,1,6050,39,43,18,0,63,7,96,1,2.51,True,2021-04-19
7305,IT,Female,25,Analyst,2019-01-14 00:00:00,8,Bachelor,4,5600,41,35,12,8,70,13,80,1,2.09,False,
7307,Customer Support,Female,27,Consultant,2023-03-27 00:00:00,2,PhD,4,7700,42,44,28,3,71,16,65,0,4.87,False,
7309,Engineering,Female,45,Consultant,2020-12-17 00:00:00,4,Bachelor,5,8250,36,16,22,7,57,3,31,1,4.02,False,
7310,Marketing,Other,60,Manager,2020-11-01 00:00:00,5,Master,3,7800,30,39,1,9,47,2,87,1,1.35,False,
7311,Customer Support,Male,57,Engineer,2022-12-15 00:00:00,6,Bachelor,3,7800,34,16,28,13,65,6,54,0,3.04,False,
7314,Engineering,Female,34,Engineer,2014-12-02 00:00:00,9,High School,5,9000,33,39,12,6,53,12,76,2,1.65,False,
7315,HR,Female,59,Consultant,2020-09-27 00:00:00,8,Master,1,6050,43,21,26,0,67,1,76,2,1.61,True,2020-05-15
7316,Sales,Male,49,Consultant,2021-07-02 00:00:00,2,High School,5,8250,31,3,10,11,70,6,16,1,4.14,False,
7317,Legal,Female,60,Developer,2022-03-20 00:00:00,2,High School,4,7000,40,9,16,1,69,14,14,0,2.25,False,
7318,Customer Support,Male,51,Specialist,2018-08-27 00:00:00,2,Bachelor,2,5400,56,36,0,7,66,13,94,0,3.77,False,
7318,Customer Support,Male,51,Specialist,2020-12-18 00:00:00,2,Bachelor,2,5400,56,36,0,7,43,13,94,0,3.77,True,2024-11-19
7320,Customer Support,Male,52,Consultant,2015-05-13 00:00:00,3,Master,1,6050,54,13,26,7,65,17,15,1,2.99,True,2018-09-28
7321,Marketing,Male,46,Specialist,2015-05-28 00:00:00,0,Bachelor,1,4950,53,12,12,13,37,5,88,2,1.58,True,2020-11-30
7322,IT,Male,27,Consultant,2019-11-01 00:00:00,2,Bachelor,1,6050,33,1,28,10,64,3,83,2,1.02,True,2023-08-18
7323,Legal,Female,39,Specialist,2019-11-15 00:00:00,5,Bachelor,1,4950,40,0,8,11,48,16,59,1,4.94,True,2019-08-17
7323,Legal,Female,39,Specialist,2016-02-10 00:00:00,5,Bachelor,1,4950,40,0,8,11,53,16,59,1,4.94,False,
7324,IT,Male,59,Developer,2017-09-14 00:00:00,2,Bachelor,1,5500,30,21,13,11,59,10,52,0,2.42,True,2018-07-23
7325,Sales,Male,33,Manager,2021-06-01 00:00:00,6,Bachelor,5,9000,44,45,21,6,43,19,5,0,2.51,True,2019-02-07
7325,Sales,Male,33,Manager,2019-12-07 00:00:00,6,Bachelor,5,9000,44,45,21,6,51,19,5,0,2.51,False,
7327,Customer Support,Male,28,Developer,2015-01-22 00:00:00,4,High School,2,6000,54,15,3,7,54,17,64,0,1.34,False,
7327,Customer Support,Male,28,Developer,2018-12-14 00:00:00,4,High School,2,6000,54,15,3,7,49,17,64,0,1.34,True,2022-06-18
7328,HR,Female,27,Specialist,2020-06-08 00:00:00,0,Bachelor,4,6300,33,44,8,9,73,16,43,1,3.43,False,
7330,Marketing,Male,60,Developer,2019-11-03 00:00:00,8,Bachelor,5,7500,52,39,3,11,54,3,62,0,1.28,True,2023-03-25
7331,Legal,Female,55,Manager,2019-04-26 00:00:00,2,Bachelor,2,7200,37,24,12,8,72,10,0,2,2.97,False,
7332,Sales,Female,56,Developer,2023-05-11 00:00:00,3,High School,1,5500,33,42,22,7,69,4,60,2,4.3,True,2023-03-14
7333,Sales,Male,38,Analyst,2019-12-22 00:00:00,4,High School,5,6000,35,47,16,1,72,1,56,2,1.42,False,
7334,Legal,Male,25,Analyst,2019-04-27 00:00:00,1,Bachelor,2,4800,30,47,2,4,47,14,80,0,3.54,False,
7335,Marketing,Male,41,Developer,2018-07-29 00:00:00,3,Bachelor,4,7000,42,7,21,6,48,16,8,2,4.16,False,
7336,Legal,Female,50,Technician,2018-04-07 00:00:00,9,Bachelor,4,4900,33,6,27,2,53,3,67,2,4.55,False,
7336,Legal,Female,50,Technician,2022-07-16 00:00:00,9,Bachelor,4,4900,33,6,27,2,46,3,67,2,4.55,True,2024-12-09
7337,Engineering,Female,46,Specialist,2019-02-02 00:00:00,6,Bachelor,1,4950,47,29,18,9,53,9,97,0,4.07,True,2023-08-12
7338,Marketing,Male,60,Technician,2023-11-15 00:00:00,1,High School,3,4550,40,43,23,11,73,8,11,2,4.66,False,
7340,Customer Support,Male,58,Analyst,2016-04-29 00:00:00,1,Bachelor,3,5200,55,42,3,6,57,19,40,1,1.09,True,2020-10-23
7342,Marketing,Male,32,Analyst,2017-03-19 00:00:00,0,Bachelor,1,4400,57,21,10,7,43,10,63,0,3.12,True,2019-05-16
7343,Finance,Male,34,Specialist,2022-01-20 00:00:00,6,Master,4,6300,39,47,23,6,78,3,79,1,4.47,False,
7344,Sales,Female,31,Specialist,2023-04-25 00:00:00,0,High School,2,5400,41,9,22,1,63,4,78,0,3.63,False,
7344,Sales,Female,31,Specialist,2014-11-02 00:00:00,0,High School,2,5400,41,9,22,1,55,4,78,0,3.63,True,2021-04-10
7345,Legal,Female,31,Specialist,2017-04-13 00:00:00,4,High School,1,4950,32,8,10,0,67,3,58,0,3.32,True,2024-03-18
7345,Legal,Female,31,Specialist,2022-12-04 00:00:00,4,High School,1,4950,32,8,10,0,77,3,58,0,3.32,False,
7346,Legal,Male,41,Manager,2018-07-15 00:00:00,0,Bachelor,3,7800,50,34,4,6,69,17,52,0,3.23,False,
7347,Finance,Female,57,Specialist,2022-04-11 00:00:00,6,Bachelor,2,5400,57,14,9,5,52,6,54,2,1.72,True,2019-03-25
